StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GradeClass
15.567438090909825,5,0,3,0,0,0,1,1
12.171431863479484,13,0,4,0,0,0,1,4
19.41809422899739,3,1,2,0,0,0,0,1
7.472113190681182,21,0,2,0,1,1,0,4
13.629212250343423,18,1,3,1,0,0,0,4
1.2707144484783717,22,0,3,0,1,0,0,4
7.924946936328119,6,0,1,0,1,0,0,3
19.27635322376361,3,1,4,0,0,0,0,0
10.779617489002412,1,0,3,1,0,1,0,1
5.757590066696892,26,0,0,0,0,0,0,4
2.405419262572137,6,1,1,0,0,1,0,2
14.070566803630609,2,1,2,1,0,0,0,1
12.897120868594536,14,0,2,0,1,0,1,3
7.478774272075492,0,0,3,0,0,0,0,1
19.018827037316687,1,0,0,0,0,0,0,2
0.4440562597570063,9,1,3,1,0,0,0,3
6.074477032636516,15,0,3,1,0,1,0,3
18.421389725991627,24,0,1,1,0,0,1,4
6.418708766388807,27,0,2,1,0,1,0,4
5.045056677103408,14,1,1,1,0,0,0,4
10.684408198624949,23,1,1,1,0,0,0,4
16.476034998410757,14,1,2,0,0,0,0,4
2.062935217567221,13,0,4,1,0,0,0,3
18.860414192914725,21,1,1,0,1,1,0,4
15.90145762362328,13,0,2,1,0,0,0,4
3.625005111031039,5,0,1,1,0,0,0,2
14.240159223963254,13,1,1,0,0,0,0,3
7.6991744527511425,16,0,2,0,0,1,0,4
8.045893561526373,17,0,3,0,1,0,0,4
15.665801848777328,19,1,0,0,1,0,0,4
19.255696159614644,18,0,4,0,0,0,0,4
2.5331174569438786,29,0,0,0,1,0,0,4
8.412604737576387,16,0,3,0,1,0,0,4
9.61883216168607,15,0,3,1,0,0,0,3
7.526236339099952,7,1,2,0,1,0,0,1
7.2637824743245,6,0,1,0,0,0,0,3
1.0453733512319308,19,1,2,0,0,1,0,4
13.710772411252464,27,0,3,1,1,0,0,4
8.724288342400907,11,0,3,0,0,1,0,3
3.8958760528785352,8,0,2,0,1,0,0,3
16.320670046041368,26,1,2,0,0,0,0,4
16.051214963032557,13,0,3,0,1,0,0,4
9.727832561777875,19,1,4,0,0,0,0,4
5.96901322295521,0,0,3,0,0,1,0,0
12.761854515929048,9,1,3,0,0,1,0,2
5.763042715548061,16,1,2,1,1,0,0,4
4.720158606474241,16,1,3,1,0,1,0,4
14.610293080526532,16,1,3,0,0,0,1,4
0.806504794419014,3,0,3,1,0,1,1,1
1.8953694206918792,16,1,2,0,0,0,0,4
0.1357634804717955,17,0,2,0,1,1,1,4
3.058863729508523,19,0,2,0,0,1,1,4
1.3798001742091892,22,0,2,0,0,0,1,4
19.916047355598373,1,0,2,0,0,0,0,1
5.776199399081792,7,0,3,1,0,0,0,2
2.985360253384945,12,0,2,1,0,0,0,4
4.819925159918359,22,0,1,0,1,1,0,4
18.72251143080269,24,0,3,0,1,0,0,4
10.403204460487911,29,0,3,0,0,0,0,4
7.296361926157138,21,1,2,0,0,0,0,4
17.467829158184387,19,1,1,0,1,0,0,4
7.899805410980649,21,1,4,1,0,0,0,4
6.700171399153916,14,0,3,0,0,0,0,4
4.145650450994712,19,0,1,1,0,0,0,4
7.555936478188229,22,1,0,0,0,0,0,4
6.333687120338521,8,1,2,1,0,0,0,2
13.54607918596282,2,1,3,1,1,0,0,0
5.791654093414542,2,0,1,1,0,0,0,2
11.543994928451228,1,0,2,1,1,0,0,1
1.317843300639454,0,1,2,0,0,1,0,0
3.8257831339302872,13,0,3,0,0,0,0,4
8.148105432226975,16,0,2,1,0,1,0,4
18.738985078173908,12,1,2,0,1,0,0,3
7.545039714313908,18,1,4,1,0,1,0,3
13.281482423996682,29,0,1,0,0,0,0,4
5.101744448427963,22,0,1,0,1,1,0,4
2.5406715194646345,14,1,3,0,1,1,0,2
1.1707320016010023,26,0,1,1,1,0,0,4
6.1082699708550265,24,1,3,1,0,1,0,4
3.1532205359381598,13,1,0,0,1,0,0,3
3.480208960322484,1,1,1,0,0,0,0,1
15.215186167739,6,1,4,1,1,0,0,0
0.3167614188974843,16,0,2,1,1,1,0,3
11.156202514708689,17,0,3,0,1,1,1,4
7.589227611869296,5,0,1,1,1,0,0,2
10.130999998170944,26,0,1,0,0,0,0,4
11.256604744292058,20,0,3,0,1,1,0,4
6.267353889145564,7,0,2,0,0,0,0,3
5.902177203685706,27,1,2,1,1,1,0,4
14.668036986698114,26,0,0,1,1,0,0,4
17.425539762423142,1,0,2,1,0,0,0,1
3.8516326491705577,0,0,3,1,0,0,0,1
1.952375210702979,15,0,3,0,1,0,0,4
17.955916127840517,6,0,3,1,0,0,1,2
6.9979092729479735,21,0,3,0,0,0,0,4
11.026347813256285,23,0,2,1,0,0,0,4
7.190862890400069,10,1,2,0,0,0,0,3
2.5160467269210263,14,1,3,1,0,0,0,3
11.78663289895456,12,1,1,1,0,0,0,3
10.502817035392592,29,0,1,1,0,0,0,4
4.059871183823944,23,0,4,1,1,0,0,4
9.037380893045556,1,0,0,0,0,0,0,2
15.938950080312916,13,0,1,1,0,0,0,4
11.808522062157827,23,0,2,0,0,1,0,4
1.938346541339897,5,0,3,1,0,0,0,2
10.9604299445827,8,1,2,1,0,1,0,1
14.054765985791738,27,0,2,0,1,0,0,4
15.854068115615028,6,0,4,1,0,1,0,1
12.582351572685337,17,0,3,0,0,0,0,4
3.0531632908156747,23,0,3,1,1,0,0,4
14.203465331803214,8,1,0,1,0,1,0,3
13.546836921630328,22,0,1,0,0,0,0,4
0.4885376588126644,3,0,2,0,1,0,0,1
8.234953351804863,8,0,1,0,0,0,0,3
6.659004939247466,3,0,0,1,1,0,0,2
13.38824128507287,11,0,1,1,0,1,0,3
4.322716246218414,3,1,2,0,0,1,0,1
11.817438459485173,24,1,3,1,1,0,0,4
18.26411923628345,29,1,3,0,0,0,0,4
15.956047444172157,23,0,0,0,0,1,0,4
18.42915472433061,19,0,2,0,1,1,0,4
19.5701193386538,13,0,1,0,0,0,0,3
0.2134025401232553,23,1,2,0,1,0,0,4
12.454825527549552,23,1,2,0,1,0,0,4
8.25678795517813,6,1,2,0,0,1,0,1
17.197089806702436,25,0,3,1,0,0,0,4
5.036294040182634,12,0,3,0,0,0,0,3
19.62058978230152,21,0,3,0,1,0,0,4
12.274159390874946,7,0,3,0,0,1,0,3
15.87074804457662,22,0,3,0,0,1,0,4
1.7119910564553664,4,0,3,0,0,0,0,2
3.669157695177301,11,1,2,0,0,0,0,4
15.168073460684065,12,0,2,1,0,1,0,3
0.4397304407864721,28,0,3,1,1,0,0,4
16.337559717875656,19,0,0,0,0,0,0,4
0.278980373838229,13,0,3,0,0,0,0,4
13.142376781225469,27,1,4,0,1,0,0,4
7.301878404636117,17,0,3,0,0,0,0,4
12.229897054383985,26,0,0,1,1,0,0,4
13.920628139782274,23,1,2,1,0,0,0,4
6.849504383726083,24,0,3,1,0,1,0,4
2.159248962216711,19,0,4,0,1,0,0,4
1.3929173549653129,3,1,2,1,0,0,0,1
11.778720451250956,20,1,3,0,0,0,0,4
10.41310707468223,17,0,3,0,0,0,0,4
14.84402018242265,6,0,1,0,1,1,1,1
10.194710200078742,14,0,3,1,1,0,1,3
8.448915800617582,20,1,2,1,0,0,0,4
7.9617435647246175,5,0,2,0,1,0,1,1
0.5289380519533493,15,1,2,0,0,0,0,4
6.711144033933143,19,1,3,1,0,0,1,4
19.520403150489884,23,1,3,1,1,0,0,3
17.471111524541776,7,0,2,0,1,0,0,1
6.587561340684354,27,0,3,1,0,0,0,4
11.755908101327444,20,0,3,0,0,0,0,4
16.94593491070988,15,1,3,1,0,0,0,3
8.825486735001373,27,0,2,0,1,0,0,4
0.3591572750030192,21,0,0,0,1,0,1,4
1.4902092363728014,15,0,2,1,0,1,0,4
10.207854426974132,2,0,3,1,1,0,0,0
19.388787513517567,16,0,1,0,1,0,0,3
13.864190844377354,8,0,4,0,1,1,0,1
1.4183238287713906,24,0,3,0,0,0,0,4
3.787217515837256,2,0,3,0,0,0,0,2
15.426462864337,19,0,3,1,0,1,1,4
16.828795199124894,28,1,2,0,0,0,0,4
12.353891723771817,6,1,3,1,1,0,0,0
12.888463392596332,17,0,2,0,1,0,0,4
0.5667490076676929,11,0,3,1,0,0,0,4
16.57060519163017,18,1,3,0,1,0,0,3
15.765504163416592,15,0,3,0,0,0,0,3
5.180702882066943,21,0,3,0,0,0,0,4
14.17353439931014,26,0,0,1,0,0,0,4
4.297092128499962,23,0,0,0,0,0,0,4
0.8066032210302598,16,0,3,0,0,1,0,4
4.0227308518075455,19,1,1,1,0,0,0,4
3.57257753508599,14,1,2,1,1,0,0,3
6.754959934696945,0,0,2,1,0,0,0,1
8.368989943509161,1,0,0,0,0,0,0,2
10.170777829954158,7,0,0,0,0,0,0,3
9.535077510166564,21,0,3,1,1,0,0,4
5.413492119305787,24,0,3,0,0,0,0,4
0.5834133714814893,1,0,2,0,1,1,0,1
12.102032444743012,18,1,4,0,0,0,0,3
7.914896596947088,8,0,1,1,0,0,1,3
5.973443147750994,8,1,1,0,1,0,0,3
17.338820856610248,12,0,3,1,0,1,0,2
14.934866155963196,5,0,3,0,0,1,0,1
17.155310967448845,29,0,2,1,0,1,0,4
9.89965589424922,14,0,4,1,0,1,0,3
2.618625042535549,18,1,4,0,1,0,0,4
13.924428722425448,20,0,0,0,0,0,0,4
4.121475598743505,14,0,1,1,0,0,0,4
8.824593381834337,17,0,3,0,0,0,0,4
1.30001577897777,6,0,2,1,0,0,0,3
16.50616804845965,25,0,0,1,0,1,1,4
2.518812820950012,10,0,3,0,0,0,0,3
18.061950140986195,7,1,2,0,0,1,0,2
17.284612045231142,5,1,2,0,0,1,0,1
9.291655288784922,7,0,1,1,0,0,0,2
14.887364086079812,1,0,3,0,0,1,0,1
12.388901476363063,18,0,2,1,0,0,0,4
16.061512846754898,15,0,1,1,1,0,0,3
8.63610201571824,6,1,2,0,0,0,1,2
15.716169684887,9,1,2,0,1,0,0,1
9.24913634130296,11,0,4,0,0,1,0,2
18.819315756855875,16,0,4,1,1,0,0,3
9.727442016502952,6,1,1,0,0,0,0,3
9.25238543867459,21,1,3,0,0,0,0,4
15.701437231270257,7,0,3,1,1,0,0,2
16.43155383521676,6,0,3,0,1,0,0,1
11.089782286423414,3,0,2,0,0,0,0,2
3.595956269901508,2,1,0,0,0,0,0,2
9.35516461915159,18,0,3,1,0,0,1,4
19.36145005819357,14,1,1,0,0,0,0,3
15.059723860783702,3,0,1,0,0,0,0,2
16.223252077582643,24,0,3,1,1,0,0,4
0.6565099763848026,8,0,4,0,0,1,0,3
9.3571892526832,12,1,1,1,0,0,0,3
12.932422673151107,17,0,3,0,0,0,0,4
16.600653672561492,20,1,2,0,1,0,0,4
0.9854730716554294,15,0,3,0,1,0,0,4
17.048777712837463,0,1,2,0,0,0,0,1
10.968018734838234,3,1,1,0,0,1,0,1
3.946279411521199,17,0,1,0,0,0,1,4
6.345104328994,7,1,2,0,0,1,1,2
5.638591035031215,19,0,1,0,0,1,0,4
10.617180685769515,15,0,0,0,1,1,0,4
1.0337135982226364,20,0,3,0,1,0,0,4
3.1707231699984706,10,1,2,0,0,1,0,3
16.253860867515648,19,1,3,1,0,0,0,3
2.652079814936221,20,0,1,0,0,0,1,4
4.667925389162539,20,1,3,0,0,0,1,4
9.067412112083147,20,0,2,1,1,1,0,4
10.34241776226661,26,1,0,0,0,0,0,4
15.272209592283172,18,0,2,0,0,0,0,4
8.946648533323756,22,0,0,0,1,1,0,4
15.797292420710775,18,0,3,1,0,0,0,4
12.366926140909149,17,0,3,0,1,0,0,3
2.261994788476449,18,0,2,1,1,0,0,4
3.126628767856772,10,0,1,1,1,1,1,3
8.740674508995417,2,0,1,0,0,0,0,2
7.937787861780792,7,1,2,1,0,0,0,2
14.870885392745892,19,0,3,0,0,0,1,4
11.614742795947038,18,1,1,0,0,0,0,4
7.762661620044986,9,0,0,0,1,0,0,3
3.4152056690077126,15,0,2,1,0,0,0,4
4.536742046509903,4,0,2,0,0,0,0,2
11.51002036938118,19,1,1,0,0,0,0,4
8.46877609799585,8,1,2,1,1,1,1,2
10.29855017721344,7,0,2,1,0,0,0,2
3.4135487060446734,10,0,2,1,0,0,0,3
13.258125046891315,15,0,2,0,0,0,0,4
17.05077481711934,6,0,3,0,1,0,0,2
5.158790135738012,14,1,0,0,0,1,1,4
9.830284516636532,23,0,1,1,0,0,0,4
19.51054658041804,28,0,2,0,0,0,1,4
6.664834811014552,20,1,2,1,0,0,1,4
11.900926898475223,19,1,2,0,1,0,0,4
1.8039140040048876,22,0,3,1,1,0,0,4
12.120300049588865,16,0,3,1,0,1,0,3
1.7926354660923582,5,0,1,1,0,1,0,3
19.18470870647644,14,0,3,0,0,0,0,3
14.313253041446227,7,0,2,0,1,0,0,2
15.763195762714128,6,1,1,0,0,0,0,1
14.082087215432736,1,1,4,0,1,0,0,0
11.794580721529314,29,0,3,0,1,0,0,4
8.998255621710108,12,0,4,1,1,0,0,2
17.167467595221247,29,0,1,0,1,0,0,4
19.13671335086126,22,0,1,1,0,1,0,4
9.980723458081629,28,0,2,0,1,0,0,4
18.63070098310524,5,0,3,0,1,0,0,1
11.66665819977035,28,0,1,0,0,0,0,4
10.767683737928664,4,0,3,1,1,1,0,0
9.089654659107133,19,0,2,0,1,0,0,4
4.185755230602397,0,0,2,1,1,0,0,1
0.0743932163611837,28,0,3,0,0,0,0,4
4.830124537121225,17,0,3,1,0,0,0,4
10.194463432071304,14,0,0,0,0,0,0,4
7.599199045195051,22,0,4,0,1,1,0,4
8.969704560052676,9,0,2,1,1,0,0,2
19.61296439128099,2,1,0,1,0,0,0,0
7.005447413386552,4,0,3,0,0,0,0,2
9.043658787202158,23,0,4,1,1,0,0,4
2.6703110270563912,28,0,3,0,0,0,0,4
0.9591546487397528,12,0,3,1,0,1,0,3
15.508190291849893,7,1,3,0,1,0,0,1
11.413663501439572,21,1,4,0,0,1,0,4
15.2140961208779,20,0,0,0,0,0,1,4
2.9972559777310326,28,0,3,1,1,0,0,4
11.43657542365382,1,0,3,1,0,0,0,1
5.072849486827511,8,0,0,0,1,0,0,4
4.561236338000398,16,0,2,1,0,0,1,4
0.2305202810597051,26,0,2,0,0,0,0,4
2.606814471381438,17,0,3,1,0,0,1,4
6.185362229993907,12,0,0,0,0,0,0,4
2.337575211818781,0,1,3,0,0,0,0,1
19.71716880821875,11,0,1,0,0,0,0,3
6.172652970479014,19,0,2,0,0,1,0,4
2.6064789340465637,19,0,3,0,0,0,1,4
3.981646256559155,20,0,2,1,0,0,0,4
11.75406456682953,4,1,2,0,0,0,0,1
1.2808704772957702,7,0,0,1,0,0,0,4
17.248682602823138,26,1,3,1,0,0,0,4
19.229993584742942,14,0,4,0,0,0,0,3
4.934948413347618,26,1,4,0,0,0,0,4
9.001905371817188,2,1,3,1,1,0,0,0
0.4426890205899414,5,0,1,1,0,0,0,3
12.81420449454443,27,0,1,1,0,1,0,4
8.278521161051778,12,1,1,1,1,1,0,2
5.401169322031114,11,0,2,0,0,1,0,3
4.1367422123321695,18,0,1,1,0,0,0,4
13.080461553175208,28,0,1,0,0,1,0,4
8.32434062064629,17,0,3,0,0,0,0,4
3.5931857805982403,23,0,2,1,0,0,1,4
13.78218162973648,0,0,3,1,0,0,0,0
11.301445660733872,24,0,4,1,1,0,0,4
17.173441098589922,26,0,3,0,0,1,0,4
2.349517977529858,6,1,3,1,0,0,0,2
15.713332038889122,11,0,3,1,0,0,0,3
13.47033573634518,9,1,2,1,0,0,0,2
2.3002187365619564,28,1,0,0,0,0,0,4
13.896414597434417,11,1,0,1,1,0,0,3
8.830945777596607,10,1,1,0,1,1,0,2
18.899695711116863,3,1,3,1,1,0,0,0
2.8322270123579862,18,1,4,1,0,0,0,4
12.85666781631476,5,0,4,1,1,0,0,1
7.6396009092589185,24,0,0,0,0,0,1,4
19.136293411817554,8,1,4,0,0,0,0,2
6.59949790580553,19,0,2,0,0,0,0,4
19.243718189836,9,1,3,0,1,0,0,2
18.02971702201498,4,1,1,1,0,0,0,1
5.407664706213127,26,0,0,0,0,0,0,4
16.070835536528556,12,1,2,0,1,0,1,2
19.91208403607012,8,0,3,1,0,1,1,1
5.053260043425647,1,0,1,0,0,1,0,1
8.735543386466393,17,0,1,1,0,0,1,4
10.403614731335193,20,0,4,0,0,0,0,4
5.898622716077286,0,0,4,0,0,0,0,0
0.3052967929205952,23,0,0,1,0,0,0,4
4.402584883950533,20,0,3,0,0,0,0,4
5.638737686835169,11,1,2,0,1,0,0,3
8.871994026363744,9,0,2,0,1,0,1,3
3.4220495682680374,1,0,2,0,1,0,0,1
17.465087133833453,27,0,2,1,0,0,0,4
14.098222654626722,8,1,2,1,0,0,0,2
1.7040095511932396,1,1,2,0,0,0,0,2
13.001849022798629,22,0,2,1,1,0,1,4
13.073129528112409,23,0,3,1,1,1,0,4
19.124423472872557,29,1,3,1,1,0,0,4
0.0604174271232249,21,0,2,0,0,0,1,4
4.958648996116144,13,0,1,1,0,0,0,4
18.55582958750631,10,0,3,0,1,0,0,2
18.64267830796566,22,0,3,1,0,0,0,4
14.411728387412747,10,1,3,1,0,0,0,2
15.3152664209508,16,0,2,0,1,0,0,4
1.8296591585929425,3,0,1,0,0,0,0,2
10.277516695564673,12,0,3,0,0,0,0,3
4.631659825779988,6,1,2,0,0,1,0,2
3.624360872272345,15,1,4,0,0,1,0,3
16.20606598246665,0,1,3,1,0,0,0,1
2.7007627336109485,12,0,1,0,0,0,0,4
9.373032739927703,0,0,2,0,1,1,1,1
18.77156479172066,10,1,3,0,0,0,0,2
3.716641111306851,5,0,2,0,0,0,0,3
19.55986847476469,19,1,2,0,0,0,0,4
19.88575971522118,2,0,3,1,0,0,0,0
11.112343093648056,11,0,3,0,0,0,0,3
3.4028548035431583,4,0,1,1,1,1,1,2
6.322097758817913,8,1,2,0,0,0,0,3
8.489856653530703,25,1,4,1,0,0,0,4
6.186484487164458,25,0,4,0,1,0,0,4
5.612711597530316,11,0,3,1,0,0,0,3
19.44459418432715,29,1,4,1,0,1,0,4
3.067296548314913,29,0,2,1,0,0,0,4
14.666558174337244,27,1,2,1,0,0,0,4
0.0082057887834974,26,0,2,1,0,0,0,4
11.923653388047535,9,0,1,1,0,0,0,2
18.31886007908105,18,0,2,1,0,0,0,4
5.75868188186438,4,0,2,1,1,0,1,1
3.710519505154384,25,0,3,1,0,0,0,4
13.03359589756854,4,0,3,0,0,0,1,1
14.252028145967865,8,0,3,0,0,0,0,2
13.760610379039626,26,0,2,1,0,0,0,4
6.386337600427481,27,0,1,0,0,0,0,4
5.044048043186617,25,1,2,1,0,0,0,4
19.11837599924088,26,0,3,0,1,1,0,4
18.46599016539859,19,0,1,0,1,1,0,4
9.146332197856406,16,0,2,1,0,0,1,4
16.923877323087467,9,0,2,0,1,0,0,2
9.04646955268592,20,1,3,0,0,0,0,4
8.487780361450207,0,0,3,0,0,0,0,1
3.135258951985893,21,1,3,0,1,0,1,4
8.528121129839457,27,0,2,1,1,0,0,4
10.74833877199614,15,0,2,0,0,1,1,4
0.4500865485737293,25,0,1,1,0,0,0,4
8.882260103508129,25,1,1,0,0,0,0,4
15.627124367904006,14,1,1,1,0,0,1,4
13.600921127485396,22,0,1,0,1,0,0,4
12.7031397772787,16,1,1,0,0,0,1,4
18.19110856874405,25,0,1,0,0,1,0,4
0.3606401965046002,19,1,1,0,0,0,0,4
11.140951723844683,24,0,3,0,0,0,1,4
15.746976968194142,12,0,4,1,1,0,0,1
10.826707654025345,0,0,3,0,1,1,0,0
6.477911051607583,24,1,0,0,0,0,0,4
2.725011301839557,7,1,2,0,0,0,0,2
17.751261436323826,4,1,3,1,0,0,0,1
9.41524784775206,5,1,1,0,0,0,0,1
17.562303939714027,22,0,3,0,0,0,0,4
11.717042448663369,19,1,2,0,0,0,0,4
13.483842332300016,29,1,4,1,0,0,0,4
16.085223087569002,13,0,3,1,0,1,0,2
13.183110892002688,21,0,3,0,1,0,0,4
7.961096813578754,22,0,3,0,0,0,1,4
10.27266767857302,10,1,1,0,1,0,1,2
16.060910493517596,5,1,1,1,0,0,0,2
7.473005927459684,10,1,2,0,1,0,0,3
7.762429135369942,12,1,1,1,0,0,0,4
1.913802321160023,11,1,1,0,1,0,0,3
18.291688704434957,21,1,2,0,0,0,0,4
1.8207262989088344,1,1,3,0,1,1,0,0
12.964183548971118,20,0,0,1,1,0,0,4
8.263889576055954,2,0,1,1,0,0,0,2
8.112387805108847,22,0,2,1,0,0,0,4
13.59103673145368,3,1,2,0,1,0,1,1
1.3418746525975744,16,0,1,0,1,0,0,4
11.874115659028693,27,0,4,0,1,0,0,4
15.440635719447096,27,0,2,0,1,0,0,4
16.564255157731886,21,0,2,0,1,1,0,4
3.410607787875506,5,0,0,0,0,0,0,2
17.948381001563472,6,0,2,0,0,1,1,2
13.122921836948844,14,0,3,0,0,0,0,3
17.637096016413658,10,0,1,1,0,1,0,2
9.705614342203964,23,0,2,0,0,0,0,4
10.84066690194404,2,0,0,1,0,0,0,2
18.38076554057342,29,0,4,0,0,0,0,4
17.998190867093435,5,0,0,1,0,0,0,1
8.96321746738004,25,0,3,0,0,0,1,4
5.488252632713635,1,0,2,0,0,0,0,2
7.863408691285283,28,1,2,1,0,0,0,4
7.755286570594995,13,0,3,0,0,0,1,4
5.73733749965588,8,0,1,1,1,0,0,2
5.371592086659332,17,0,2,1,0,0,0,4
17.22125872959439,18,0,2,0,1,0,0,4
1.3972384136932336,11,0,0,1,0,1,0,3
13.552223641991883,12,0,3,1,0,0,0,2
3.456401029129046,25,0,0,0,0,0,0,4
6.890117867881265,11,0,3,1,0,0,0,4
1.2308606826967372,11,0,2,1,0,1,0,3
5.399472737109241,17,1,1,0,0,1,0,4
15.36842142234484,8,0,3,0,1,0,0,2
17.700306490945174,16,1,2,0,1,1,0,3
4.430543038047341,20,0,2,1,1,0,0,4
9.270956785178438,15,0,2,1,1,0,1,4
9.406480958744128,16,0,1,1,0,0,1,4
17.471506115194686,20,1,3,0,0,0,0,3
15.255981057516108,23,0,2,0,0,0,1,4
10.261544367360996,7,0,1,1,0,0,1,3
13.414944009435468,10,0,3,0,1,0,0,2
16.947101078187337,23,0,0,1,1,0,0,4
0.1907790805108988,1,1,1,1,1,0,0,1
8.057800621000972,7,0,2,0,1,0,0,2
18.144863345541573,11,0,3,0,0,0,0,3
14.806260616879028,20,0,4,0,0,0,0,4
10.856827486681492,0,0,3,1,0,1,0,0
10.592890540702667,22,0,2,1,1,0,0,4
6.955401952088756,12,0,3,1,1,0,0,2
10.41041067283029,21,0,2,0,0,0,1,4
13.107663989269064,20,1,1,0,0,0,0,4
8.36726076857586,16,0,4,1,0,1,0,4
14.28306292784348,13,1,1,0,0,0,0,4
17.224644545207717,13,0,2,1,1,0,0,2
3.093696963697224,15,0,3,0,0,0,0,4
9.030940456348487,16,0,3,0,0,1,0,4
8.160401825701623,5,1,0,0,0,0,0,2
13.74929608099456,25,0,0,0,1,0,1,4
4.997349305158587,27,0,2,1,0,0,0,4
